time,price,number
May 29 2015 01 0,129.151,38
May 30 2015 01 0,137.672,46
May 31 2015 01 0,136.042,25
Jun 01 2015 01 0,136.422,34
Jun 02 2015 01 0,137.749,24
Jun 03 2015 01 0,133.062,28
Jun 04 2015 01 0,135.169,22
Jun 05 2015 01 0,134.19,39
Jun 06 2015 01 0,137.405,28
Jun 07 2015 01 0,125.346,22
Jun 08 2015 01 0,131.382,25
Jun 09 2015 01 0,133.698,27
Jun 10 2015 01 0,128.197,36
Jun 11 2015 01 0,127.643,41
Jun 12 2015 01 0,127.06,40
Jun 13 2015 01 0,130.699,45
Jun 14 2015 01 0,130.495,26
Jun 15 2015 01 0,130.039,32
Jun 16 2015 01 0,129.816,27
Jun 17 2015 01 0,128.513,24
Jun 18 2015 01 0,126.809,34
Jun 19 2015 01 0,128.544,31
Jun 20 2015 01 0,128.761,22
Jun 21 2015 01 0,128.702,37
Jun 22 2015 01 0,130.322,23
Jun 23 2015 01 0,134.362,36
Jun 24 2015 01 0,137.214,14
Jun 25 2015 01 0,135.575,31
Jun 26 2015 01 0,141.237,31
Jun 27 2015 01 0,141.354,28
Jun 28 2015 01 0,136.087,27
Jun 29 2015 01 0,141.016,22
Jun 30 2015 01 0,142.282,29
Jul 01 2015 01 0,144.753,28
Jul 02 2015 01 0,144.437,27
Jul 03 2015 01 0,145.998,23
Jul 04 2015 01 0,146.663,22
Jul 05 2015 01 0,145.922,29
Jul 06 2015 01 0,149.071,18
Jul 07 2015 01 0,141.309,24
Jul 08 2015 01 0,141.332,26
Jul 09 2015 01 0,147.327,26
Jul 10 2015 01 0,144.262,29
Jul 11 2015 01 0,144.437,27
Jul 12 2015 01 0,137.455,25
Jul 13 2015 01 0,141.733,31
Jul 14 2015 01 0,142.19,27
Jul 15 2015 01 0,142.578,24
Jul 16 2015 01 0,142.85,31
Jul 17 2015 01 0,150.812,28
Jul 18 2015 01 0,148.556,28
Jul 19 2015 01 0,142.389,27
Jul 20 2015 01 0,149.058,24
Jul 21 2015 01 0,148.942,23
Jul 22 2015 01 0,139.013,27
Jul 23 2015 01 0,142.987,24
Jul 24 2015 01 0,148.367,18
Jul 25 2015 01 0,144.381,28
Jul 26 2015 01 0,145.192,23
Jul 27 2015 01 0,149.432,22
Jul 28 2015 01 0,146.781,25
Jul 29 2015 01 0,145.673,19
Jul 30 2015 01 0,150.339,24
Jul 31 2015 01 0,147.611,26
Aug 01 2015 01 0,153.495,26
Aug 02 2015 01 0,147.489,25
Aug 03 2015 01 0,151.609,16
Aug 04 2015 01 0,149.171,16
Aug 05 2015 01 0,150.638,25
Aug 06 2015 01 0,152.263,19
Aug 07 2015 01 0,150.185,28
Aug 08 2015 01 0,139.005,29
Aug 09 2015 01 0,144.726,25
Aug 10 2015 01 0,148.969,28
Aug 11 2015 01 0,150.915,20
Aug 12 2015 01 0,147.361,20
Aug 13 2015 01 0,139.681,18
Aug 14 2015 01 0,147.024,26
Aug 15 2015 01 0,140.308,25
Aug 16 2015 01 0,140.539,23
Aug 17 2015 01 0,141.357,24
Aug 18 2015 01 0,144.562,18
Aug 19 2015 01 0,146.055,14
Aug 20 2015 01 0,125.697,18
Aug 21 2015 01 0,139.77,20
Aug 22 2015 01 0,134.745,32
Aug 23 2015 01 0,133.911,26
Aug 24 2015 01 0,140.017,28
Aug 25 2015 01 0,143.914,29
Aug 26 2015 01 0,147.335,29
Aug 27 2015 01 0,147.008,24
Aug 28 2015 01 0,150.064,20
Aug 29 2015 01 0,151.94,21
Aug 30 2015 01 0,154.256,29
Aug 31 2015 01 0,153.668,27
Sep 01 2015 01 0,161.873,22
Sep 02 2015 01 0,154.7,18
Sep 03 2015 01 0,153.34,18
Sep 04 2015 01 0,153.866,26
Sep 05 2015 01 0,148.278,28
Sep 06 2015 01 0,154.018,18
Sep 07 2015 01 0,152.073,16
Sep 08 2015 01 0,152.654,22
Sep 09 2015 01 0,152.268,21
Sep 10 2015 01 0,148.605,18
Sep 11 2015 01 0,153.725,20
Sep 12 2015 01 0,154.866,19
Sep 13 2015 01 0,151.822,29
Sep 14 2015 01 0,154.289,19
Sep 15 2015 01 0,157.098,14
Sep 16 2015 01 0,157.047,23
Sep 17 2015 01 0,161.833,16
Sep 18 2015 01 0,151.68,30
Sep 19 2015 01 0,153.608,24
Sep 20 2015 01 0,152.447,36
Sep 21 2015 01 0,150.064,26
Sep 22 2015 01 0,152.995,17
Sep 23 2015 01 0,151.819,29
Sep 24 2015 01 0,154.027,22
Sep 25 2015 01 0,155.186,25
Sep 26 2015 01 0,151.928,26
Sep 27 2015 01 0,150.325,22
Sep 28 2015 01 0,151.05,18
Sep 29 2015 01 0,152.649,16
Sep 30 2015 01 0,153.547,27
Oct 01 2015 01 0,154.963,21
Oct 02 2015 01 0,156.04,31
Oct 03 2015 01 0,161.38,26
Oct 04 2015 01 0,160.833,22
Oct 05 2015 01 0,154.306,22
Oct 06 2015 01 0,157.591,21
Oct 07 2015 01 0,157.006,12
Oct 08 2015 01 0,144.616,22
Oct 09 2015 01 0,160.722,26
Oct 10 2015 01 0,157.375,18
Oct 11 2015 01 0,158.461,21
Oct 12 2015 01 0,154.262,14
Oct 13 2015 01 0,158.255,21
Oct 14 2015 01 0,156.329,16
Oct 15 2015 01 0,155.06,21
Oct 16 2015 01 0,161.336,22
Oct 17 2015 01 0,157.882,21
Oct 18 2015 01 0,149.711,20
Oct 19 2015 01 0,157.427,17
Oct 20 2015 01 0,155.364,24
Oct 21 2015 01 0,153.216,21
Oct 22 2015 01 0,152.036,24
Oct 23 2015 01 0,149.957,24
Oct 24 2015 01 0,150.792,26
Oct 25 2015 01 0,150.359,22
Oct 26 2015 01 0,147.738,8
Oct 27 2015 01 0,144.934,17
Oct 28 2015 01 0,138.395,20
Oct 29 2015 01 0,147.67,21
Oct 30 2015 01 0,144.715,27
Oct 31 2015 01 0,148.275,21
Nov 01 2015 01 0,139.722,27
Nov 02 2015 01 0,144.887,26
Nov 03 2015 01 0,149.464,17
Nov 04 2015 01 0,149.027,23
Nov 05 2015 01 0,146.542,28
Nov 06 2015 01 0,146.358,19
Nov 07 2015 01 0,144.34,23
Nov 08 2015 01 0,143.566,21
Nov 09 2015 01 0,136.111,23
Nov 10 2015 01 0,141.804,20
Nov 11 2015 01 0,129.465,22
Nov 12 2015 01 0,133.652,19
Nov 13 2015 01 0,138.549,27
Nov 14 2015 01 0,145.149,20
Nov 15 2015 01 0,141.273,16
Nov 16 2015 01 0,135.287,20
Nov 17 2015 01 0,137.316,16
Nov 18 2015 01 0,139.022,14
Nov 19 2015 01 0,133.105,22
Nov 20 2015 01 0,143.577,19
Nov 21 2015 01 0,138.834,22
Nov 22 2015 01 0,138.001,25
Nov 23 2015 01 0,139.055,13
Nov 24 2015 01 0,136.566,17
Nov 25 2015 01 0,140.006,20
Nov 26 2015 01 0,135.724,26
Nov 27 2015 01 0,135.874,27
Nov 28 2015 01 0,138.818,25
Nov 29 2015 01 0,135.302,27
Nov 30 2015 01 0,136.283,27
Dec 01 2015 01 0,140.317,20
Dec 02 2015 01 0,141.793,24
Dec 03 2015 01 0,141.244,18
Dec 04 2015 01 0,144.678,27
Dec 05 2015 01 0,146.384,24
Dec 06 2015 01 0,143.809,25
Dec 07 2015 01 0,147.405,21
Dec 08 2015 01 0,147.887,18
Dec 09 2015 01 0,145.419,17
Dec 10 2015 01 0,142.576,20
Dec 11 2015 01 0,125.306,23
Dec 12 2015 01 0,141.09,29
Dec 13 2015 01 0,144.547,26
Dec 14 2015 01 0,146.3,16
Dec 15 2015 01 0,144.008,17
Dec 16 2015 01 0,142.985,24
Dec 17 2015 01 0,141.009,14
Dec 18 2015 01 0,144.742,16
Dec 19 2015 01 0,142.757,24
Dec 20 2015 01 0,139.84,26
Dec 21 2015 01 0,145.799,17
Dec 22 2015 01 0,140.086,15
Dec 23 2015 01 0,137.963,32
Dec 24 2015 01 0,140.282,34
Dec 25 2015 01 0,152.573,49
Dec 26 2015 01 0,157.704,40
Dec 27 2015 01 0,154.606,39
Dec 28 2015 01 0,155.392,43
Dec 29 2015 01 0,160.158,30
Dec 30 2015 01 0,160.976,37
Dec 31 2015 01 0,159.236,29
Jan 01 2016 01 0,152.009,27
Jan 02 2016 01 0,152.634,32
Jan 03 2016 01 0,146.269,25
Jan 04 2016 01 0,138.565,30
Jan 05 2016 01 0,148.542,23
Jan 06 2016 01 0,149.542,15
Jan 07 2016 01 0,152.884,22
Jan 08 2016 01 0,153.583,22
Jan 09 2016 01 0,148.976,21
Jan 10 2016 01 0,135.873,31
Jan 11 2016 01 0,142.686,21
Jan 12 2016 01 0,141.713,22
Jan 13 2016 01 0,145.356,24
Jan 14 2016 01 0,143.404,20
Jan 15 2016 01 0,144.517,28
Jan 16 2016 01 0,150.027,23
Jan 17 2016 01 0,139.063,23
Jan 18 2016 01 0,145.151,25
Jan 19 2016 01 0,147.067,20
Jan 20 2016 01 0,152.967,17
Jan 21 2016 01 0,144.844,14
Jan 22 2016 01 0,141.313,18
Jan 23 2016 01 0,145.914,22
Jan 24 2016 01 0,140.407,25
Jan 25 2016 01 0,147.585,21
Jan 26 2016 01 0,150.032,17
Jan 27 2016 01 0,146.11,13
Jan 28 2016 01 0,144.28,18
Jan 29 2016 01 0,146.201,16
Jan 30 2016 01 0,148.121,25
Jan 31 2016 01 0,145.118,20
Feb 01 2016 01 0,143.447,17
Feb 02 2016 01 0,143.674,15
Feb 03 2016 01 0,144.994,16
Feb 04 2016 01 0,141.511,18
Feb 05 2016 01 0,142.899,18
Feb 06 2016 01 0,139.916,29
Feb 07 2016 01 0,138.036,14
Feb 08 2016 01 0,130.157,22
Feb 09 2016 01 0,134.919,25
Feb 10 2016 01 0,143.172,13
Feb 11 2016 01 0,141.735,14
Feb 12 2016 01 0,133.736,26
Feb 13 2016 01 0,138.232,24
Feb 14 2016 01 0,138.618,24
Feb 15 2016 01 0,142.444,15
Feb 16 2016 01 0,140.115,15
Feb 17 2016 01 0,143.04,26
Feb 18 2016 01 0,138.581,29
Feb 19 2016 01 0,137.514,23
Feb 20 2016 01 0,139.134,30
Feb 21 2016 01 0,140.302,22
Feb 22 2016 01 0,140.315,24
Feb 23 2016 01 0,135.743,18
Feb 24 2016 01 0,136.941,24
Feb 25 2016 01 0,140.686,26
Feb 26 2016 01 0,144.079,24
Feb 27 2016 01 0,144.442,29
Feb 28 2016 01 0,137.878,18
Feb 29 2016 01 0,142.568,22
Mar 01 2016 01 0,143.006,18
Mar 02 2016 01 0,141.558,17
Mar 03 2016 01 0,140.159,23
Mar 04 2016 01 0,143.386,28
Mar 05 2016 01 0,139.676,34
Mar 06 2016 01 0,134.241,33
Mar 07 2016 01 0,141.37,29
Mar 08 2016 01 0,145.254,16
Mar 09 2016 01 0,141.542,21
Mar 10 2016 01 0,142.706,17
Mar 11 2016 01 0,142.1,15
Mar 12 2016 01 0,142.625,17
Mar 13 2016 01 0,142.494,25
Mar 14 2016 01 0,147.571,15
Mar 15 2016 01 0,149.818,20
Mar 16 2016 01 0,148.641,18
Mar 17 2016 01 0,147.908,18
Mar 18 2016 01 0,147.403,22
Mar 19 2016 01 0,153.893,15
Mar 20 2016 01 0,149.669,13
Mar 21 2016 01 0,152.085,18
Mar 22 2016 01 0,150.563,12
Mar 23 2016 01 0,148.88,16
Mar 24 2016 01 0,147.256,15
Mar 25 2016 01 0,145.774,19
Mar 26 2016 01 0,148.04,22
Mar 27 2016 01 0,148.169,25
Mar 28 2016 01 0,145.863,15
Mar 29 2016 01 0,144.131,21
Mar 30 2016 01 0,146.972,15
Mar 31 2016 01 0,148.886,22
Apr 01 2016 01 0,146.529,24
Apr 02 2016 01 0,148.312,22
Apr 03 2016 01 0,147.948,29
Apr 04 2016 01 0,148.816,25
Apr 05 2016 01 0,151.957,19
Apr 06 2016 01 0,158.489,27
Apr 07 2016 01 0,157.598,20
Apr 08 2016 01 0,157.926,24
Apr 09 2016 01 0,159.233,35
Apr 10 2016 01 0,158.613,21
Apr 11 2016 01 0,154.572,21
Apr 12 2016 01 0,161.127,18
Apr 13 2016 01 0,163.756,15
Apr 14 2016 01 0,161.737,17
Apr 15 2016 01 0,159.674,17
Apr 16 2016 01 0,157.542,23
Apr 17 2016 01 0,156.334,15
Apr 18 2016 01 0,157.992,21
Apr 19 2016 01 0,158.719,16
Apr 20 2016 01 0,157.446,20
Apr 21 2016 01 0,157.258,20
Apr 22 2016 01 0,160.333,22
Apr 23 2016 01 0,153.14,19
Apr 24 2016 01 0,156.763,24
Apr 25 2016 01 0,159.302,17
Apr 26 2016 01 0,156.696,13
Apr 27 2016 01 0,158.046,17
Apr 28 2016 01 0,156.038,14
Apr 29 2016 01 0,159.302,27
Apr 30 2016 01 0,159.537,19
May 01 2016 01 0,159.035,28
May 02 2016 01 0,165.016,21
May 03 2016 01 0,162.063,15
May 04 2016 01 0,168.215,23
May 05 2016 01 0,162.476,15
May 06 2016 01 0,163.407,20
May 07 2016 01 0,163.902,17
May 08 2016 01 0,153.734,9
May 09 2016 01 0,159.037,14
May 10 2016 01 0,162.429,13
May 11 2016 01 0,145.441,21
May 12 2016 01 0,162.173,16
May 13 2016 01 0,164.082,11
May 14 2016 01 0,158.323,26
May 15 2016 01 0,162,19
May 16 2016 01 0,155.375,12
May 17 2016 01 0,153.523,13
May 18 2016 01 0,154.669,12
May 19 2016 01 0,147.898,14
May 20 2016 01 0,147.805,15
May 21 2016 01 0,150.676,13
May 22 2016 01 0,147.404,16
May 23 2016 01 0,150.405,19
May 24 2016 01 0,143.355,12
May 25 2016 01 0,147.1,19
May 26 2016 01 0,142.249,13
May 27 2016 01 0,144.285,17
May 28 2016 01 0,146.028,17
May 29 2016 01 0,144.657,13
May 30 2016 01 0,150.128,19
May 31 2016 01 0,150.11,9
Jun 01 2016 01 0,146.405,13
Jun 02 2016 01 0,146.402,18
Jun 03 2016 01 0,149.192,16
Jun 04 2016 01 0,144.288,12
Jun 05 2016 01 0,142.434,12
Jun 06 2016 01 0,143.451,17
Jun 07 2016 01 0,141.34,11
Jun 08 2016 01 0,142.263,15
Jun 09 2016 01 0,151.558,11
Jun 10 2016 01 0,149.267,21
Jun 11 2016 01 0,145.268,14
Jun 12 2016 01 0,145.656,9
Jun 13 2016 01 0,138.68,17
Jun 14 2016 01 0,143.268,16
Jun 15 2016 01 0,141.591,13
Jun 16 2016 01 0,139.1,11
Jun 17 2016 01 0,132.257,13
Jun 18 2016 01 0,135.073,27
Jun 19 2016 01 0,141.901,15
Jun 20 2016 01 0,134.656,14
Jun 21 2016 01 0,126.395,17
Jun 22 2016 01 0,135.746,12
Jun 23 2016 01 0,129.799,25
Jun 24 2016 01 0,119.509,23
Jun 25 2016 01 0,122.022,24
Jun 26 2016 01 0,115.491,17
Jun 27 2016 01 0,116.549,27
Jun 28 2016 01 0,116.346,21
Jun 29 2016 01 0,116.626,21
Jun 30 2016 01 0,114.38,22
Jul 01 2016 01 0,119.291,19
Jul 02 2016 01 0,118.576,18
Jul 03 2016 01 0,116.658,13
Jul 04 2016 01 0,117.064,25
Jul 05 2016 01 0,122.753,21
Jul 06 2016 01 0,123.433,16
Jul 07 2016 01 0,126.934,18
Jul 08 2016 01 0,129.454,15
Jul 09 2016 01 0,123.941,14
Jul 10 2016 01 0,120.178,26
Jul 11 2016 01 0,124.248,13
Jul 12 2016 01 0,124.422,18
Jul 13 2016 01 0,128.592,29
Jul 14 2016 01 0,121.938,22
Jul 15 2016 01 0,122.496,21
Jul 16 2016 01 0,123.639,21
Jul 17 2016 01 0,124.344,11
Jul 18 2016 01 0,125.313,17
Jul 19 2016 01 0,127.164,19
Jul 20 2016 01 0,127.203,12
Jul 21 2016 01 0,127.512,17
Jul 22 2016 01 0,123.948,13
Jul 23 2016 01 0,120.858,16
Jul 24 2016 01 0,117.415,18
Jul 25 2016 01 0,120.756,16
Jul 26 2016 01 0,119.929,18
Jul 27 2016 01 0,115.691,20
Jul 28 2016 01 0,121.919,14
Jul 29 2016 01 0,120.177,20
Jul 30 2016 01 0,122.221,16
Jul 31 2016 01 0,116.329,14
Aug 01 2016 01 0,118.076,19
Aug 02 2016 01 0,118.284,19
Aug 03 2016 01 0,117.119,19
Aug 04 2016 01 0,116.863,21
Aug 05 2016 01 0,113.875,15
Aug 06 2016 01 0,115.609,18
Aug 07 2016 01 0,117.096,8
Aug 08 2016 01 0,115.537,24
Aug 09 2016 01 0,116.012,14
Aug 10 2016 01 0,114.282,20
Aug 11 2016 01 0,114.198,12
Aug 12 2016 01 0,111.927,32
Aug 13 2016 01 0,113.916,15
Aug 14 2016 01 0,113.353,17
Aug 15 2016 01 0,108.181,24
Aug 16 2016 01 0,109.404,18
Aug 17 2016 01 0,111.151,18
Aug 18 2016 01 0,109.072,14
Aug 19 2016 01 0,102.35,30
Aug 20 2016 01 0,105.367,30
Aug 21 2016 01 0,106.316,19
Aug 22 2016 01 0,106.473,20
Aug 23 2016 01 0,107.265,16
Aug 24 2016 01 0,106.044,20
Aug 25 2016 01 0,104.348,30
Aug 26 2016 01 0,108.665,16
Aug 27 2016 01 0,105.782,22
Aug 28 2016 01 0,111.543,15
Aug 29 2016 01 0,109.345,24
Aug 30 2016 01 0,112.207,24
Aug 31 2016 01 0,111.212,19
Sep 01 2016 01 0,113.618,15
Sep 02 2016 01 0,104.446,18
Sep 03 2016 01 0,114.619,21
Sep 04 2016 01 0,115.377,19
Sep 05 2016 01 0,114.486,17
Sep 06 2016 01 0,114.09,14
Sep 07 2016 01 0,113.346,14
Sep 08 2016 01 0,116.025,17
Sep 09 2016 01 0,111.761,19
Sep 10 2016 01 0,112.798,19
Sep 11 2016 01 0,108.435,22
Sep 12 2016 01 0,113.288,15
Sep 13 2016 01 0,107.688,16
Sep 14 2016 01 0,106.575,19
Sep 15 2016 01 0,108.716,17
Sep 16 2016 01 0,111.677,22
Sep 17 2016 01 0,113.779,22
Sep 18 2016 01 0,112.332,20
Sep 19 2016 01 0,108.801,13
Sep 20 2016 01 0,111.832,12
Sep 21 2016 01 0,107.548,11
Sep 22 2016 01 0,108.342,16
Sep 23 2016 01 0,110.308,15
Sep 24 2016 01 0,113.304,23
Sep 25 2016 01 0,115.687,9
Sep 26 2016 01 0,109.454,16
Sep 27 2016 01 0,112.15,10
Sep 28 2016 01 0,106.832,8
Sep 29 2016 01 0,110.394,15
Sep 30 2016 01 0,111.333,15
Oct 01 2016 01 0,110.692,22
Oct 02 2016 01 0,104.712,22
Oct 03 2016 01 0,111.637,17
Oct 04 2016 01 0,109.121,16
Oct 05 2016 01 0,104.891,10
Oct 06 2016 01 0,105.172,17
Oct 07 2016 01 0,108.337,25
Oct 08 2016 01 0,111.261,16
Oct 09 2016 01 0,110.586,16
Oct 10 2016 01 0,111.373,15
Oct 11 2016 01 0,109.972,14
Oct 12 2016 01 0,109.828,14
Oct 13 2016 01 0,110.067,7
Oct 14 2016 01 0,107.588,15
Oct 15 2016 01 0,105.431,18
Oct 16 2016 01 0,106.71,15
Oct 17 2016 01 0,108.297,16
Oct 18 2016 01 0,109.015,14
Oct 19 2016 01 0,105.127,15
Oct 20 2016 01 0,97.761,14
Oct 21 2016 01 0,103.695,18
Oct 22 2016 01 0,100.203,19
Oct 23 2016 01 0,101.627,11
Oct 24 2016 01 0,100.011,9
Oct 25 2016 01 0,102.816,16
Oct 26 2016 01 0,99.336,9
Oct 27 2016 01 0,101.218,13
Oct 28 2016 01 0,101.195,26
Oct 29 2016 01 0,99.348,16
Oct 30 2016 01 0,99.967,14
Oct 31 2016 01 0,96.611,16
Nov 01 2016 01 0,95.027,18
Nov 02 2016 01 0,98.927,16
Nov 03 2016 01 0,106.494,6
Nov 04 2016 01 0,101.463,15
Nov 05 2016 01 0,102.013,16
Nov 06 2016 01 0,102.712,21
Nov 07 2016 01 0,103.331,18
Nov 08 2016 01 0,101.31,15
Nov 09 2016 01 0,103.273,12
Nov 10 2016 01 0,100.937,18
Nov 11 2016 01 0,101.615,23
Nov 12 2016 01 0,101.354,21
Nov 13 2016 01 0,93.359,18
Nov 14 2016 01 0,99.367,21
Nov 15 2016 01 0,101.401,14
Nov 16 2016 01 0,101.892,17
Nov 17 2016 01 0,97.699,17
Nov 18 2016 01 0,99.669,25
Nov 19 2016 01 0,97.6,14
Nov 20 2016 01 0,95.695,13
Nov 21 2016 01 0,95.583,10
Nov 22 2016 01 0,97.198,17
Nov 23 2016 01 0,95.679,14
Nov 24 2016 01 0,93.16,22
Nov 25 2016 01 0,93.274,17
Nov 26 2016 01 0,95.028,22
Nov 27 2016 01 0,95.495,17
Nov 28 2016 01 0,94.93,16
Nov 29 2016 01 0,89.35,16
Nov 30 2016 01 0,101.429,15
Dec 01 2016 01 0,104.576,8
Dec 02 2016 01 0,101.339,20
Dec 03 2016 01 0,105.385,18
Dec 04 2016 01 0,102.026,18
Dec 05 2016 01 0,101.676,14
Dec 06 2016 01 0,106.058,18
Dec 07 2016 01 0,100.65,12
Dec 08 2016 01 0,104.51,18
Dec 09 2016 01 0,100.689,14
Dec 10 2016 01 0,104.681,16
Dec 11 2016 01 0,105.262,26
Dec 12 2016 01 0,103.974,13
Dec 13 2016 01 0,105.288,17
Dec 14 2016 01 0,93.614,10
Dec 15 2016 01 0,105.369,12
Dec 16 2016 01 0,105.38,19
Dec 17 2016 01 0,99.321,13
Dec 18 2016 01 0,102.268,18
Dec 19 2016 01 0,104.204,15
Dec 20 2016 01 0,109.889,13
Dec 21 2016 01 0,105.389,6
Dec 22 2016 01 0,102.401,15
Dec 23 2016 01 0,101.963,19
Dec 24 2016 01 0,103.901,27
Dec 25 2016 01 0,111.521,45
Dec 26 2016 01 0,119.985,26
Dec 27 2016 01 0,116.639,24
Dec 28 2016 01 0,115.646,25
Dec 29 2016 01 0,114.427,22
Dec 30 2016 01 0,119.014,25
Dec 31 2016 01 0,118.67,27
Jan 01 2017 01 0,116.69,20
Jan 02 2017 01 0,121.545,22
Jan 03 2017 01 0,117.846,18
Jan 04 2017 01 0,117.628,12
Jan 05 2017 01 0,121.865,19
Jan 06 2017 01 0,125.99,17
Jan 07 2017 01 0,122.029,13
Jan 08 2017 01 0,119.258,11
Jan 09 2017 01 0,124.403,19
Jan 10 2017 01 0,120.938,15
Jan 11 2017 01 0,119.272,12
Jan 12 2017 01 0,123.659,10
Jan 13 2017 01 0,121.457,16
Jan 14 2017 01 0,120.011,17
Jan 15 2017 01 0,123.334,15
Jan 16 2017 01 0,121.68,14
Jan 17 2017 01 0,123.818,15
Jan 18 2017 01 0,124.453,12
Jan 19 2017 01 0,120.542,12
Jan 20 2017 01 0,122.036,11
Jan 21 2017 01 0,118.245,14
Jan 22 2017 01 0,121.154,14
Jan 23 2017 01 0,122.804,9
Jan 24 2017 01 0,122.229,15
Jan 25 2017 01 0,124.329,13
Jan 26 2017 01 0,122.515,7
Jan 27 2017 01 0,123.142,12
Jan 28 2017 01 0,127.089,15
Jan 29 2017 01 0,125.889,17
Jan 30 2017 01 0,129.687,20
Jan 31 2017 01 0,124.844,20
Feb 01 2017 01 0,130.793,14
Feb 02 2017 01 0,127.497,16
Feb 03 2017 01 0,132.766,14
Feb 04 2017 01 0,138.936,21
Feb 05 2017 01 0,135.392,13
